name,ra,dec,pmra,pmdec,mag,alias
13 PsA,331.099317,-29.916531,2.749,2.677,6.46,
32 Aqr,331.197593,-0.906344,-18.901,-43.132,5.271,
20 Cep,331.252078,62.785671,14.416,58.123,5.265,
19 Cep,331.286624,62.279814,-1.595,-3.026,5.11,
23 Peg,331.394477,28.96398,30.008,-9.695,5.7,
nu. Peg,331.419795,5.05853,102.069,101.416,4.84,
alf Aqr,331.445983,-0.319849,18.25,-9.39,2.94,Sadalmelik
kap02 Ind,331.462567,-59.636072,56.62,-53.512,5.607,
lam Gru,331.528687,-39.543353,-24.133,-125.199,4.458,
iot Aqr,331.60928,-13.869681,42.21,-56.566,4.27,
iot Peg,331.752773,25.345099,295.476,27.442,3.77,
25 Peg,331.959599,21.702927,-45.946,-68.172,5.78,
mu. PsA,332.09588,-32.98847,74.256,-25.79,4.5,
ups PsA,332.108047,-34.04384,4.55,-49.02,4.99,
AR Lac,332.170076,45.742252,-52.31,46.931,6.11,
35 Aqr,332.245793,-18.519593,-0.086,-8.184,5.793,
pi.01 Peg,332.306771,33.172355,-53.215,-73.313,5.582,
24 Cep,332.451794,72.341205,33.041,2.809,4.786,
pi. Peg,332.496846,33.178222,-12.123,-20.395,4.29,
tau PsA,332.536584,-32.548408,428.832,13.475,4.92,
tet Peg,332.549953,6.197921,265.699,10.407,3.55,Biham
28 Peg,332.625764,20.977984,-2.323,-9.638,6.438,
37 Aqr,332.632379,-10.820391,49.325,29.261,6.634,
e Aqr,332.656175,-11.564938,29.29,8.76,5.422,
zet Cep,332.713654,58.201263,13.52,5.24,3.35,
lam Cep,332.877402,59.414487,-7.02,-10.812,5.05,
39 Aqr,333.107327,-14.193966,13.938,-47.531,6.043,
41 Aqr,333.575136,-21.074565,24.3,56.07,5.33,
lam PsA,333.57813,-27.766906,23.07,1.772,5.43,
eps Cep,333.759155,57.043568,423.159,52.691,4.18,
mu.01 Gru,333.903828,-41.346763,41.607,41.819,4.798,
1 Lac,333.992403,37.748735,8.851,-0.089,4.15,
mu.02 Gru,334.110632,-41.627182,-17.666,-13.765,5.117,
42 Aqr,334.200191,-12.831433,3.567,6.028,5.333,
tet Aqr,334.208486,-7.783289,118.929,-21.928,4.16,Ancha
44 Aqr,334.277081,-5.387165,-4.654,18.75,5.751,
psi Oct,334.460814,-77.511555,-37.392,13.788,5.472,
25 Cep,334.552699,62.80439,41.43,10.791,5.741,
alf Tuc,334.625468,-60.259629,-77,-32.823,2.82,
45 Aqr,334.753086,-13.304993,73.431,-8.823,5.959,
eps Oct,335.007002,-80.439747,56.083,-43.128,5.177,
rho Aqr,335.049652,-7.821102,14.803,-0.472,5.339,
30 Peg,335.114885,5.789503,18.578,1.231,5.37,
2 Lac,335.256447,46.536568,22.35,1.45,4.54,
32 Peg,335.330579,28.330529,17.504,5.298,4.81,
31 Peg,335.37948,12.205184,6.32,4.8,4.99,
47 Aqr,335.3982,-21.59823,-10.986,-84.834,5.124,
gam Aqr,335.414048,-1.387349,134.223,11.219,3.834,Sadachbia
pi.01 Gru,335.684201,-45.947997,31.106,-10.338,6.55,
RW Cep,335.77923,55.963229,-3.606,-2.881,6.65,
pi.02 Gru,335.783279,-45.928488,233.177,-58.241,5.62,
49 Aqr,335.878537,-24.762663,98.52,-2.943,5.527,
bet Lac,335.890097,52.229047,-13.933,-186.664,4.44,
33 Peg,335.914852,20.848289,333.057,10.827,6.2,
51 Aqr,336.028685,-4.837019,26.9,-7.35,5.779,
50 Aqr,336.11275,-13.529369,50.28,14.25,5.752,
4 Lac,336.129131,49.476392,-5.274,-3.303,4.58,
nu. Ind,336.153689,-72.255413,1303.872,-674.186,5.29,
pi. Aqr,336.319262,1.377398,17.83,2.41,4.64,
53 Aqr B,336.642793,-16.741589,251.1,-20.6,6.32,
34 Peg,336.65571,4.393779,307.781,47.533,5.81,
rho01 Cep,336.67681,78.785873,-18.44,-48.707,5.84,
26 Cep,336.772127,65.132267,-0.587,-3.079,5.515,
del Tuc,336.833179,-64.96636,70.691,8.888,4.49,
35 Peg,336.96468,4.695668,77.903,-306.244,4.8,
nu. Gru,337.163376,-39.131791,37.014,-159.351,5.473,
zet01 Aqr,337.20786,-0.020545,224.295,25.396,4.49,
36 Peg,337.283261,9.129035,51.672,-19.697,5.574,
del Cep B,337.288527,58.404096,13.772,3.702,6.3,
del Cep,337.292761,58.415194,14.56,3.238,3.75,
del01 Gru,337.317391,-43.495561,24.146,-3.176,3.97,
5 Lac,337.382594,47.706887,-0.37,-3.33,4.37,
del02 Gru,337.439305,-43.749219,-14.737,2.798,4.11,
rho Cep,337.470741,78.824287,3.543,-20.84,5.46,
37 Peg,337.491403,4.431689,-16.881,-152.619,5.51,
38 Peg,337.50756,32.572638,31.488,-13.836,5.65,
56 Aqr,337.572296,-14.585733,34.997,-33.804,6.347,
6 Lac,337.621917,43.123377,-1.98,-5.36,4.511,
sig Aqr,337.661756,-10.677918,-4.095,-38.019,4.81,
zet PsA,337.724054,-26.073751,40.647,-75.044,6.43,
alf Lac,337.822922,50.282491,137.243,17.54,3.77,
bet PsA,337.876377,-32.346075,58.64,-18.857,4.29,
ups Oct,337.906313,-85.967253,-37.556,61.431,5.752,
58 Aqr,337.922153,-10.905504,77.347,-52.472,6.381,
39 Peg,338.147836,20.230021,165.895,31.333,6.43,
nu. Tuc,338.250257,-61.982122,40.647,-19.917,4.81,
60 Aqr,338.51214,-1.574267,41.931,-36.468,5.875,
ups Aqr,338.673482,-20.708216,221.185,-147.09,5.203,
eta Aqr,338.839088,-0.117497,89.74,-55.81,4.03,
31 Cep,338.942226,73.643185,172.35,24.174,5.08,
8 Lac A,338.967845,39.634329,-1.888,-5.07,5.69,
8 Lac B,338.967079,39.62815,-1.721,-4.969,5.67,
sig01 Gru,339.122092,-40.582704,45.625,-64.97,6.276,
sig02 Gru,339.245222,-40.591035,43.533,-69.825,5.874,
9 Lac,339.343408,51.545121,-52.606,-103.664,4.63,
kap Aqr,339.439085,-4.228055,-69.411,-119.631,5.03,Situla
30 Cep,339.662715,63.584471,0.196,-19.295,5.188,
40 Peg,339.71914,19.522251,-48.713,-93.922,5.82,
10 Lac,339.815327,39.05027,-0.32,-5.46,4.88,
41 Peg,339.94588,19.681126,-3.003,-9.074,6.324,
11 Lac,340.128577,44.276307,93.728,10.946,4.46,
eps PsA,340.163951,-27.043615,21.839,-1.588,4.177,
42 Peg,340.365503,10.831363,77.22,-11.38,3.41,Homam
12 Lac,340.369373,40.225447,-2.005,-4.512,5.229,
omi Peg,340.439184,29.307675,-4.553,-36.588,4.79,
19 PsA,340.592029,-29.361048,16.703,-19.982,6.168,
bet Gru,340.666876,-46.884576,135.16,-4.38,2.11,Tiaki
eta Peg,340.750537,30.221214,19.957,-18.971,2.95,Matar
67 Aqr,340.80943,-6.962937,25.615,-10.257,6.405,
rho Gru,340.874901,-41.414345,9.59,-93.616,4.835,
g Aqr,340.896804,-18.830376,-31.73,-28.54,4.69,
13 Lac,341.022828,41.819235,-9.143,3.37,5.08,
45 Peg,341.367399,19.366557,-27.048,56.223,6.269,
eta Gru,341.407841,-53.50012,30.717,17.334,4.846,
bet Oct,341.514629,-81.381614,-54.49,1.16,4.128,
lam Peg,341.632824,23.565654,55.75,-10.15,3.93,
ksi Peg,341.673249,12.172886,233.354,-493.133,4.2,
68 Aqr,341.888014,-19.613375,-103.254,-206.394,5.26,
tau01 Aqr,341.928206,-14.056428,30.413,-9.053,5.681,
70 Aqr,342.125876,-10.555477,31.694,8.116,6.18,
eps Gru,342.138742,-51.316865,107.195,-62.575,3.466,
tau Aqr,342.39792,-13.592628,-13.386,-38.609,3.98,
iot Cep,342.420073,66.200405,-65.947,-124.967,3.54,
mu. Peg,342.500804,24.601581,145.24,-42.396,3.48,Sadalbari
14 Lac,342.590744,41.953395,5.105,-1.666,5.91,
ksi Oct,342.595058,-80.123845,20.003,-12.607,5.311,
21 PsA,342.837243,-29.536306,-8.668,-13.383,5.987,
15 Lac,343.008474,43.312417,109.428,23.678,4.938,
sig Peg,343.10031,9.835665,521.513,43.776,5.16,sig Peg A
gam PsA,343.131375,-32.87546,-30.953,-33.89,4.51,
lam Aqr,343.153642,-7.579597,14.964,32.742,3.79,
74 Aqr,343.369604,-11.616515,21.539,2.282,5.78,
tau01 Gru,343.408051,-48.598284,217.943,-81.013,6.04,
78 Aqr,343.642174,-7.204625,-14.811,-34.596,6.181,
del Aqr,343.662526,-15.820819,-34.152,-26.359,3.28,Skat
rho Ind,343.664508,-70.073709,-43.14,72.728,6.05,
77 Aqr,343.689457,-16.271957,-222.327,-88.641,5.56,
1 Psc,343.747856,1.064903,19.283,4.642,6.11,
rho Peg,343.806953,8.816181,78.625,12.398,4.9,
tau02 Gru,343.816647,-48.491751,-225.658,55.712,6.71,
del PsA,343.987084,-32.539624,11.62,32.638,4.208,
16 Lac,344.098458,41.603874,-1.639,-4.319,5.587,
tau03 Gru,344.199167,-47.96922,-25.096,2.455,5.714,
51 Peg,344.366585,20.768832,207.328,61.164,5.46,Helvetios
52 Peg,344.799225,11.728843,27.16,-40.2,5.76,
2 Psc,344.86439,0.962924,87.828,-68.611,5.426,
3 Psc,345.157945,0.185864,37.098,15.387,6.224,
zet Gru,345.220031,-52.754111,-64.223,-17.832,4.115,
81 Aqr,345.348506,-7.061153,-16.047,-8.12,6.215,
omi And,345.480269,42.325981,22.99,0.88,3.62,
82 Aqr,345.635652,-6.574011,-6.967,-34.042,6.2,
2 And,345.65159,42.757795,56.38,-4.47,5.09,
pi. PsA,345.874231,-34.749415,73.68,84.402,5.124,
bet Peg,345.943572,28.082787,187.65,136.93,2.42,Scheat
bet Psc,345.969222,3.820046,11.76,-9.85,4.52,Fumalsamakah
3 And,346.045761,50.05209,165.837,167.716,4.64,
kap Gru,346.165115,-53.964902,57.129,-106.006,5.363,
alf Peg,346.190222,15.205267,60.4,-41.3,2.48,Markab
83 Aqr,346.290778,-7.693801,122.41,7.11,5.47,
1 Cas,346.653407,59.41976,6.94,-1.95,4.84,
c01 Aqr,346.670199,-23.74299,61.661,-34.184,4.47,
tet Gru,346.71971,-43.520357,-47.17,-13.49,4.332,
ups Gru,346.723442,-38.892291,33.436,6.182,5.62,
55 Peg,346.751086,9.409493,7.467,-12.276,4.52,
56 Peg,346.778091,25.46827,-2.747,-31.682,4.74,
4 And,346.913613,46.387231,-12.734,-30.026,5.294,
5 And,346.939098,49.295775,151.592,131.723,5.68,
pi. Cep,346.97439,75.387499,6.81,-34.06,4.41,
5 Psc,347.170456,2.127876,158.662,106.039,5.43,
c02 Aqr,347.36165,-21.172415,53.452,30.201,3.64,
57 Peg,347.381072,8.677156,4.28,-6.29,5.14,
2 Cas,347.433912,59.332691,0.335,0.552,5.679,
89 Aqr,347.478739,-22.457616,32.61,-9.76,4.8,
58 Peg,347.506087,9.822082,-16.496,-7.119,5.386,
iot Gru,347.589701,-45.246709,138.597,-28.14,3.877,
6 And,347.613505,43.544037,-211.689,-144.535,5.91,
59 Peg,347.934126,8.720116,-7.897,-5.237,5.154,
60 Peg,347.954956,26.847321,-186.928,-119.016,6.19,
7 And,348.137515,49.406207,89.939,95.704,4.52,
phi Aqr,348.580659,-6.049006,36.575,-195.441,4.22,
61 Peg,348.942878,28.247898,13.886,-2.933,6.5,
psi01 Aqr,348.972892,-9.087734,369.477,-16.981,4.25,
chi Aqr,349.212246,-7.726501,-19.18,-14.1,5.06,
gam Psc,349.291405,3.28229,759.268,17.568,3.7,
gam Tuc,349.357318,-58.235701,-10.769,74.585,3.98,
8 And,349.43603,49.015301,33.779,6.213,4.86,
psi02 Aqr,349.47589,-9.182519,17.13,-11.7,4.4,
phi Gru,349.541183,-40.824362,127.378,-122.603,5.537,
9 And,349.597176,41.773668,-10.43,-9.873,5.97,
omi Cep,349.656216,68.111442,54.33,10.11,4.75,
gam Scl,349.70599,-32.532022,26.423,-79.989,4.406,
psi03 Aqr,349.740319,-9.610749,44.346,-7.951,5.003,
94 Aqr,349.777996,-13.45884,264.634,-59.482,5.18,
96 Aqr,349.849905,-5.12435,200.952,-18.53,5.56,
11 And,349.874199,48.625323,22.13,52.573,5.44,
10 And,349.968439,42.07807,40.727,6.291,5.789,
7 Psc,350.085762,5.381308,78.811,-59.761,5.069,
tau Peg,350.159359,23.740355,36.27,-2.505,4.58,Salm
63 Peg,350.206493,30.414924,73.78,-72.855,5.557,
12 And,350.221932,38.182324,130.117,-58.96,5.765,
64 Peg,350.478898,31.812465,8.777,-7.698,5.348,
97 Aqr,350.663213,-15.03934,117,16.48,5.22,
65 Peg,350.6688,20.828714,19.296,-11.487,6.267,
b01 Aqr,350.742607,-20.100582,-121.078,-97.781,3.98,
66 Peg,350.769032,12.31391,21.568,-21.096,5.081,
4 Cas,351.209426,62.282808,12.29,-12.44,4.955,
67 Peg,351.211802,32.384881,16.882,2.197,5.548,
ups Peg,351.344928,23.404101,191.856,36.183,4.4,Alkarab
b02 Aqr,351.511607,-20.642018,-51.118,-63.995,4.39,
omi Gru,351.652337,-52.721578,52.734,119.983,5.522,
kap Psc,351.733149,1.255605,87.005,-95.945,4.94,
13 And,351.780834,42.91201,87.132,17.127,5.736,
9 Psc,351.811637,1.122607,47.368,-32.957,6.25,
69 Peg,351.918276,25.167279,26.933,-36.897,5.979,
tet Psc,351.992061,6.378992,-125.581,-43.229,4.3,
tau Oct,352.015773,-87.482213,16.782,11.957,5.49,
70 Peg,352.288747,12.76055,60.447,28.353,4.56,
AR Cas,352.508086,58.54892,17.957,4.441,4.886,
14 And,352.822555,39.236198,286.898,-84.043,5.22,Veritate
100 Aqr,352.925157,-21.369462,0.459,5.515,6.239,
13 Psc,352.989862,-1.085896,8.695,17.164,6.384,
bet Scl,353.242753,-37.818285,90.311,24.091,4.37,
b03 Aqr,353.319259,-20.914495,0.007,5.384,4.758,
71 Peg,353.367054,22.498781,9.985,-16.787,5.42,
72 Peg,353.488283,31.325279,50.81,-17.46,5.008,
14 Psc,353.537562,-1.247561,107.013,-13.851,5.87,
15 And,353.656403,40.236439,-18.402,-46.401,5.563,
73 Peg,353.659178,33.497328,-4.591,21.277,5.621,
iot Phe,353.769001,-42.61514,47.072,8.543,4.71,
15 Psc,353.869076,1.313138,-47.242,-24.864,6.463,
16 Psc,354.097019,2.102221,-105.325,61.073,5.68,
lam And,354.391011,46.458151,159.606,-421.822,3.82,
74 Peg,354.415596,16.825498,132.639,-2.536,6.249,
75 Peg,354.486676,18.400666,48.63,17.111,5.482,
iot And,354.534172,43.268073,27.64,-1.02,4.29,
18 And,354.784715,50.471733,-17.057,-2.041,5.35,
gam Cep,354.837127,77.632364,-64.86,171.159,3.21,Errai
tet Phe,354.866434,-46.6378,22.37,40.39,6.09,
ome01 Aqr,354.946122,-14.222154,50.434,-49.097,4.977,
iot Psc,354.987672,5.626291,377.15,-437.43,4.12,
kap And,355.102115,44.333932,80.73,-18.7,4.14,
mu. Scl,355.158953,-32.073124,-91.263,-53.561,5.303,
103 Aqr,355.393702,-18.027074,-41.339,-71.292,5.344,
104 Aqr,355.44086,-17.816532,14.332,0.679,4.83,
lam Psc,355.511689,1.780042,-130.866,-154.688,4.51,
ome02 Aqr,355.680605,-14.544905,98.578,-66.231,4.484,
76 Peg,355.682759,16.33572,90.324,11.242,6.293,
77 Peg,355.843161,10.331538,4.808,11.391,5.071,
78 Peg,355.997857,29.361454,71.1,-40.58,4.93,
i01 Aqr,356.050325,-18.276949,28.825,-2.064,5.239,
i02 Aqr,356.503844,-18.678342,130.33,10.84,5.28,
psi And,356.508529,46.420274,8.446,-7.143,4.966,
19 Psc,356.597985,3.486811,-32.086,-24.545,5.02,
tau Cas,356.764393,58.651991,60.379,56.828,4.873,
sig Phe,356.816652,-50.226459,9.526,-23.213,5.166,
20 Psc,356.985591,-2.761598,95.147,5.247,5.49,
6 Cas,357.209044,62.214516,-3.57,-1.57,5.43,
del Scl,357.231442,-28.130271,99.435,-106.24,4.57,
21 Psc,357.364475,1.076129,-2.788,-27.4,5.7,
79 Peg,357.414145,28.842389,63.47,25.359,5.96,
80 Peg,357.838542,9.313356,-9.991,-64.427,5.78,
i03 Aqr,357.83891,-18.909164,27.346,-3.941,5.18,
22 Psc,357.990995,2.930386,15.881,-14.136,5.554,
gam01 Oct,358.026971,-82.018823,-45.67,-15.666,5.106,
phi Peg,358.122032,19.120286,-7.003,-35.176,5.08,
82 Peg,358.154613,10.947287,-19.158,15.799,5.3,
h Aqr,358.210538,-8.996758,62.615,-24.384,5.747,
24 Psc,358.231513,-3.155481,75.014,-42.411,5.94,
25 Psc,358.269836,2.090616,16.707,-9.801,6.28,
rho Cas,358.595969,57.499382,-4.699,-3.112,4.59,
26 Psc,358.782469,7.070971,23.164,-18.51,6.209,
V373 Cas,358.890994,57.412169,-4.06,-0.02,6,
V Cep,359.115851,83.191117,50.208,6.869,6.57,
gam02 Oct,359.386924,-82.169808,-22.246,-23.235,5.724,
eta Tuc,359.396161,-64.29823,78.849,-61.755,4.989,
psi Peg,359.439695,25.141402,-35.24,-31.6,4.66,
1 Cet,359.588437,-15.847484,82.986,-7.951,6.276,
27 Psc,359.668214,-3.55597,-55.09,-71.135,4.886,
pi. Phe,359.732414,-52.745806,58.51,62.022,5.133,
sig Cas,359.752242,55.754929,8.14,-5.01,4.88,
ome Psc,359.827876,6.863322,149.178,-111.694,4.03,
eps Tuc,359.979073,-65.577133,47.93,-22.95,4.47,
alf And,2.096916,29.090431,137.46,-163.44,2.06,Alpheratz/Sirrah
R And,6.008107,38.577047,-16.021,-32.794,7.39,
65 Psc A,12.471527,27.710288,87.542,-9.244,6.29,
gam Cas,14.177212,60.71674,25.17,-3.92,2.39,
alf Eri,24.428522,-57.236753,87,-38.24,0.46,Achernar
p Eri B,24.948186,-56.196448,309.23,10.815,5.797,
gam02 Ari,28.382554,19.293855,77.138,-97.321,4.52,
alf Psc A,30.511758,2.763772,32.692,-2.895,4.11,
gam02 And,30.978158,42.330911,16.645,-47.746,5.82,
tet02 Eri,44.568349,-40.304696,-50.502,16.613,4.11,
eps Ari A,44.803024,21.340427,-15.884,-7.151,5.16,
52 Ari C,46.361147,25.256597,5.446,-11.866,7,
bet Per,47.042218,40.955647,2.99,-1.66,2.12,Algol/Algol B/Algol C/Algol A
alf Per,51.080708,49.861179,23.75,-26.23,1.79,Mirfak
f Eri A,57.149475,-37.620143,81.136,-6.795,4.72,
32 Eri A,58.572924,-2.954733,26.33,0.079,4.7,
alf Tau,68.980162,16.509302,63.45,-188.94,0.86,Aldebaran
55 Eri A,70.896532,-8.796227,31.385,-28.339,6.64,
R Lep,74.901452,-14.806251,6.679,-1.263,7.76,
bet Ori,78.634467,-8.201638,1.31,0.5,0.13,Rigel
alf Aur,79.172328,45.997991,75.25,-426.89,0.08,Capella
gam Ori,81.282763,6.349703,-8.11,-12.88,1.64,Bellatrix
bet Tau,81.572971,28.607452,22.76,-173.58,1.65,Elnath
del Ori,83.001667,-0.299095,0.64,-0.69,2.41,Mintaka
del02 Ori,83.001693,-0.284541,1.523,-1.653,6.83,
lam Ori B,83.785338,9.935028,0.984,-1.986,5.61,
tet01 Ori B,83.817225,-5.385218,1.28,1.278,7.96,
eps Ori,84.053389,-1.201919,1.44,-0.78,1.69,Alnilam
sig Ori E,84.696687,-2.594589,1.284,-0.205,6.46,
zet Ori A,85.189696,-1.942572,4,2.5,1.9,
zet Ori B,85.18988,-1.943219,4,2.5,3.73,
AK Lep,86.11057,-22.421837,-304.905,-352.606,6.15,
kap Ori,86.93912,-9.669605,1.46,-1.28,2.06,Saiph
alf Ori,88.792939,7.407064,27.54,11.3,0.42,Betelgeuse
U Ori,88.954878,20.175188,-12.355,-6.479,5.4,Gore's Nova
bet Aur,89.882179,44.947432,-56.44,-0.95,1.9,Menkalinan
41 Aur A,92.902465,48.710988,14.994,-55.704,6.15,
bet CMa,95.674939,-17.955919,-3.23,-0.78,1.97,Mirzam
eps Mon B,95.943691,4.595871,-18.845,0.658,6.6,
alf Car,95.987957,-52.695661,19.93,23.24,-0.74,Canopus
bet Mon B,97.205927,-7.0344,-7.761,-2.267,5,
bet Mon C,97.20672,-7.034653,-7.042,-3.342,5.32,
gam Gem,99.42796,16.39928,13.81,-54.96,1.92,Alhena
alf CMa,101.287155,-16.716116,-546.01,-1223.07,-1.46,Dog Star/Sirius/Sirius A
eps CMa,104.656453,-28.972086,3.24,1.33,1.5,Adhara
R Gem,106.838627,22.703541,-8.765,0.665,7.68,
eta CMa,111.023759,-29.303105,-4.14,5.81,2.45,Aludra
n Pup B,113.580238,-23.474897,-87.258,-11.556,5.795,
alf Gem A,113.649428,31.888276,-206.3,-148.2,1.9,Castor A
alf Gem B,113.650418,31.888492,-206.3,-148.2,3,Castor B
k02 Pup,114.707795,-26.803847,-17.567,21.662,4.429,
alf CMi,114.825498,5.224988,-714.59,-1036.8,0.37,Procyon/Procyon A
bet Gem,116.328957,28.026199,-626.55,-45.8,1.14,Pollux
zet Pup,120.896031,-40.003148,-29.71,16.68,2.25,Naos
gam01 Vel,122.372156,-47.345281,-6.243,9.475,4.173,
gam02 Vel,122.383125,-47.336586,-6.07,10.43,1.83,Regor
R Cnc,124.140945,11.726241,0.635,-10.785,8.64,
eps Car A,125.628474,-59.509481,-25.3,22.7,2.01,
24 Cnc B,126.667139,24.535169,-38.165,-80.958,7.471,
phi02 Cnc A,126.696129,26.935488,-7.487,1.202,6.13,
del01 Vel,131.175943,-54.708821,28.8,-104.1,1.93,Alsephina
17 Hya A,133.873365,-7.971152,6.792,-25.463,6.7,
tau UMa,137.729341,63.513671,104.904,-69.926,4.64,
bet Car,138.299906,-69.717208,-156.47,108.95,1.69,Miaplacidus
kap Vel,140.528407,-55.010667,-11.4,11.52,2.473,
zet01 Ant A,142.692082,-31.8892,18.767,-22.778,6.15,
R Car,143.060817,-62.788889,-36.291,19.535,6.1,
ups Car B,146.778125,-65.072862,-12.012,6.231,5.99,
R Leo,146.889516,11.42884,6.132,-53.097,7.53,
alf Leo,152.092962,11.967209,-248.73,5.59,1.4,Regulus
gam01 Leo,154.993143,19.841489,310.8,-152.9,1.98,
gam02 Leo,154.994249,19.840751,306.4,-160.8,3.8,
eta Car,161.26474,-59.684459,-11,4.1,6.48,
54 Leo B,163.905202,24.749041,-75.426,-18.719,6.29,
bet UMa,165.460332,56.382434,79.959,32.365,2.37,Merak
alf UMa,165.931965,61.751034,-134.11,-34.7,1.79,Dubhe
ksi UMa B,169.54515,31.529117,-339.398,-607.892,4.77,
ksi UMa A,169.545421,31.529161,-453.7,-591.4,4.25,
17 Crt A,173.068352,-29.261022,-19.696,144.907,5.58,
bet Leo,177.26491,14.572058,-497.68,-114.67,2.13,Denebola
alf01 Cru,186.649567,-63.099092,-35.4,-14.7,1.28,
alf02 Cru,186.651842,-63.099522,-42.5,-7.7,1.58,
gam Cru,187.791498,-57.113213,28.23,-265.08,1.64,Gacrux
T UMa,189.097772,59.486939,-15.047,-7.177,5.5,
R Vir,189.624724,6.988619,-32.303,4.336,7.48,
bet Cru,191.930286,-59.688772,-42.97,-16.18,1.25,Mimosa
eps UMa,193.50729,55.959823,111.91,-8.24,1.77,Alioth
alf01 CVn,194.001798,38.314853,-233.611,61.504,5.6,
alf Com B,197.497036,17.529512,-430.1,137.8,5.48,
zet01 UMa,200.981426,54.92536,122.467,-22.682,2.22,Mizar A
zet02 UMa,200.984675,54.921809,114.529,-26.887,3.88,Mizar B
alf Vir,201.298247,-11.161319,-42.35,-30.67,0.97,Spica
S Vir,203.250459,-7.194731,-16.698,2.477,6.68,
eps Cen,204.971907,-53.466391,-15.3,-11.72,2.3,
eta UMa,206.885157,49.313267,-121.17,-14.91,1.86,Alkaid/Alcaid
R CVn,207.237673,39.542548,-1.115,-5.148,7.4,
3 Cen B,207.959167,-32.994676,-35.213,-23.304,5.98,
zet Cen,208.88494,-47.288374,-57.37,-44.55,2.55,
bet Cen,210.955855,-60.373035,-33.27,-23.16,0.58,Agena/Hadar
kap01 Boo,213.365934,51.787951,44.094,-39.325,6.69,
alf Boo,213.9153,19.182409,-1093.39,-2000.06,-0.05,Arcturus
R Cen,214.142997,-59.913693,-9.077,-6.692,7.55,
eta Cen,218.876767,-42.157825,-34.73,-32.72,2.31,
alf Cen A,219.902058,-60.833993,-3679.25,473.67,0.01,Rigel Kentaurus/Rigil Kentaurus
alf Cen B,219.896096,-60.837528,-3614.39,802.98,1.33,Toliman
pi.02 Boo,220.183024,16.417798,2.992,7.501,5.761,
zet Boo A,220.287334,13.728281,66.3,-20.6,4.51,
alf Lup,220.482315,-47.388199,-20.94,-23.67,2.286,
eps Boo A,221.246763,27.074207,-42.2,13.6,2.45,
pi. Lup B,226.280154,-47.051089,-21.3,-28.6,4.62,
eta CrB B,230.801127,30.28846,,,5.95,
alf CrB,233.67195,26.714693,120.27,-89.58,2.24,Alphecca
del Ser A,233.700605,10.538856,-73.952,5.748,4.14,
R Ser,237.673893,15.133636,0.647,-37.302,7.1,
T CrB,239.875676,25.92017,-4.461,12.016,10.247,
ksi Sco B,241.092203,-11.372964,-43.269,-18.584,4.87,
ksi Sco A,241.092314,-11.373207,-74.518,-32.323,5.16,
nu.02 Sco,242.993867,-19.450227,-20.9,-35.1,6.3,
sig CrB B,243.668281,33.857527,-290.86,-78.524,6.42,
rho Oph B,246.395968,-23.446368,-9.833,-35.282,6.66,
U Her,246.4478,18.892462,-14.883,-10.235,6.7,
alf Sco,247.351915,-26.432003,-12.11,-23.3,0.91,Antares
17 Dra B,249.058583,52.924191,-15.541,31.477,6.413,
mu. Dra A,256.33385,54.470023,-56.511,74.181,5.66,
alf Her B,258.663218,14.390002,-8.332,41.39,5.322,
36 Oph A,258.836598,-26.601699,-498.6,-1149.158,5.08,
rho Her A,260.92056,37.145924,-39.617,3.554,4.51,
lam Sco,263.402167,-37.103823,-8.53,-30.8,1.63,Shaula
alf Oph,263.733622,12.560037,108.07,-221.57,2.07,Rasalhague
tet Sco,264.329707,-42.997828,5.54,-3.12,1.85,Sargas
kap Sco,265.62198,-39.029983,-6.05,-25.54,2.386,
95 Her,270.3767,21.59578,8.36,37.46,4.96,
tau Oph A,270.770494,-8.180352,12.654,-37.697,5.27,
eps Sgr,276.042993,-34.384616,-39.42,-124.2,1.81,Kaus Australis
alf Lyr,279.234735,38.783689,200.94,286.23,0.03,Vega
eps01 Lyr B,281.084632,39.670802,2.156,49.339,6.062,
eps02 Lyr B,281.095764,39.612795,4.371,65.844,5.35,
113 Her,283.68702,22.645075,6.571,1.305,4.6,
sig Sgr,283.81636,-26.296724,15.14,-53.43,2.067,Nunki
R Aql,286.592712,8.230003,4.311,-68.766,6.09,
gam CrA B,286.604592,-37.063703,152.563,-273.432,6.42,
alf Aql,297.695827,8.868321,536.23,385.29,0.76,Altair
alf Pav,306.411904,-56.73509,6.9,-86.02,1.918,Peacock
alf Cyg,310.35798,45.280339,2.01,1.85,1.25,Deneb
12 Aqr A,316.019685,-5.823059,13.501,-7.222,5.8,
T Cep,317.382431,68.490898,-44.21,-44.921,7.33,
mu.02 Cyg,326.035257,28.742904,277.4,-251.1,6.12,
alf Gru,332.05827,-46.960974,126.69,-147.47,1.71,Alnair
53 Aqr A,336.642917,-16.742194,251.1,-20.6,6.22,
zet02 Aqr,337.20787,-0.019964,180.832,33.072,4.34,
alf PsA,344.412692,-29.622237,328.95,-164.67,1.16,Fomalhaut
R Aqr,355.956097,-15.284493,26.879,-30.411,7.683,
R Cas,359.603617,51.388809,82.847,17.485,4.8,
ksi Cep B,330.942571,64.628185,202.094,81.933,6.342,
gam Per,46.199128,53.506436,0.51,-5.92,2.93,
omi Leo,145.287637,9.892308,-143.2,-37.2,3.52,Subra
del Sge,296.84694,18.534313,7.277,0.318,3.81,
